name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	200	200	0	18150	18150	-1	24280	24280	-1	21005	21005	-1	1166	1166	-1	23030	23030	-1	23810	23810	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	200	100	failed	0	0	5	5	-1
price	200	200	0	18150	18150	-1	24280	24280	-1	21005	21005	-1	1166	1166	-1	23030	23030	-1	23810	23810	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	200	100	failed	0	0	5	5	-1

