RUN	20140318100319	pricingsimulation	pricingsimulation
SCENARIO	Pricing	297	START	1395137003148
SCENARIO	Pricing	243	START	1395137003150
SCENARIO	Pricing	387	START	1395137003151
SCENARIO	Pricing	382	START	1395137003151
SCENARIO	Pricing	264	START	1395137003151
SCENARIO	Pricing	109	START	1395137003151
SCENARIO	Pricing	129	START	1395137003151
SCENARIO	Pricing	351	START	1395137003151
SCENARIO	Pricing	193	START	1395137003151
SCENARIO	Pricing	426	START	1395137003151
SCENARIO	Pricing	475	START	1395137003151
SCENARIO	Pricing	195	START	1395137003151
SCENARIO	Pricing	370	START	1395137003151
SCENARIO	Pricing	485	START	1395137003151
SCENARIO	Pricing	443	START	1395137003151
SCENARIO	Pricing	239	START	1395137003152
SCENARIO	Pricing	26	START	1395137003152
SCENARIO	Pricing	466	START	1395137003152
SCENARIO	Pricing	89	START	1395137003152
SCENARIO	Pricing	251	START	1395137003152
SCENARIO	Pricing	440	START	1395137003152
SCENARIO	Pricing	283	START	1395137003152
SCENARIO	Pricing	461	START	1395137003152
SCENARIO	Pricing	405	START	1395137003152
SCENARIO	Pricing	363	START	1395137003152
SCENARIO	Pricing	338	START	1395137003152
SCENARIO	Pricing	107	START	1395137003153
SCENARIO	Pricing	478	START	1395137003153
SCENARIO	Pricing	291	START	1395137003154
SCENARIO	Pricing	298	START	1395137003154
SCENARIO	Pricing	126	START	1395137003155
SCENARIO	Pricing	384	START	1395137003155
SCENARIO	Pricing	170	START	1395137003155
SCENARIO	Pricing	28	START	1395137003155
SCENARIO	Pricing	57	START	1395137003155
SCENARIO	Pricing	75	START	1395137003155
SCENARIO	Pricing	99	START	1395137003155
SCENARIO	Pricing	399	START	1395137003155
SCENARIO	Pricing	422	START	1395137003155
SCENARIO	Pricing	256	START	1395137003155
SCENARIO	Pricing	296	START	1395137003155
SCENARIO	Pricing	388	START	1395137003156
SCENARIO	Pricing	459	START	1395137003156
SCENARIO	Pricing	427	START	1395137003156
SCENARIO	Pricing	132	START	1395137003156
SCENARIO	Pricing	247	START	1395137003156
SCENARIO	Pricing	307	START	1395137003156
SCENARIO	Pricing	386	START	1395137003156
SCENARIO	Pricing	441	START	1395137003156
SCENARIO	Pricing	369	START	1395137003156
SCENARIO	Pricing	1	START	1395137003156
SCENARIO	Pricing	468	START	1395137003156
SCENARIO	Pricing	52	START	1395137003156
SCENARIO	Pricing	157	START	1395137003156
SCENARIO	Pricing	153	START	1395137003156
SCENARIO	Pricing	401	START	1395137003156
SCENARIO	Pricing	151	START	1395137003156
SCENARIO	Pricing	433	START	1395137003156
SCENARIO	Pricing	340	START	1395137003156
SCENARIO	Pricing	267	START	1395137003156
SCENARIO	Pricing	398	START	1395137003157
SCENARIO	Pricing	464	START	1395137003157
SCENARIO	Pricing	81	START	1395137003157
SCENARIO	Pricing	117	START	1395137003157
SCENARIO	Pricing	92	START	1395137003157
SCENARIO	Pricing	105	START	1395137003157
SCENARIO	Pricing	344	START	1395137003157
SCENARIO	Pricing	244	START	1395137003157
SCENARIO	Pricing	435	START	1395137003157
SCENARIO	Pricing	332	START	1395137003157
SCENARIO	Pricing	79	START	1395137003158
SCENARIO	Pricing	327	START	1395137003158
SCENARIO	Pricing	134	START	1395137003158
SCENARIO	Pricing	19	START	1395137003158
SCENARIO	Pricing	130	START	1395137003158
SCENARIO	Pricing	268	START	1395137003158
SCENARIO	Pricing	364	START	1395137003158
SCENARIO	Pricing	316	START	1395137003158
SCENARIO	Pricing	221	START	1395137003158
SCENARIO	Pricing	215	START	1395137003158
SCENARIO	Pricing	228	START	1395137003159
SCENARIO	Pricing	260	START	1395137003159
SCENARIO	Pricing	113	START	1395137003159
SCENARIO	Pricing	213	START	1395137003159
SCENARIO	Pricing	5	START	1395137003159
SCENARIO	Pricing	36	START	1395137003160
SCENARIO	Pricing	161	START	1395137003160
SCENARIO	Pricing	499	START	1395137003160
SCENARIO	Pricing	355	START	1395137003160
SCENARIO	Pricing	37	START	1395137003160
SCENARIO	Pricing	214	START	1395137003160
SCENARIO	Pricing	304	START	1395137003160
SCENARIO	Pricing	325	START	1395137003160
SCENARIO	Pricing	403	START	1395137003160
SCENARIO	Pricing	408	START	1395137003160
SCENARIO	Pricing	230	START	1395137003161
SCENARIO	Pricing	452	START	1395137003161
SCENARIO	Pricing	148	START	1395137003161
SCENARIO	Pricing	223	START	1395137003161
SCENARIO	Pricing	56	START	1395137003161
SCENARIO	Pricing	128	START	1395137003161
SCENARIO	Pricing	13	START	1395137003161
SCENARIO	Pricing	373	START	1395137003161
SCENARIO	Pricing	317	START	1395137003161
SCENARIO	Pricing	17	START	1395137003162
SCENARIO	Pricing	357	START	1395137003162
SCENARIO	Pricing	353	START	1395137003162
SCENARIO	Pricing	467	START	1395137003162
SCENARIO	Pricing	280	START	1395137003162
SCENARIO	Pricing	121	START	1395137003162
SCENARIO	Pricing	160	START	1395137003162
SCENARIO	Pricing	237	START	1395137003162
SCENARIO	Pricing	270	START	1395137003162
SCENARIO	Pricing	30	START	1395137003162
SCENARIO	Pricing	380	START	1395137003162
SCENARIO	Pricing	458	START	1395137003163
SCENARIO	Pricing	483	START	1395137003163
SCENARIO	Pricing	53	START	1395137003163
SCENARIO	Pricing	318	START	1395137003163
SCENARIO	Pricing	88	START	1395137003163
SCENARIO	Pricing	166	START	1395137003163
SCENARIO	Pricing	120	START	1395137003163
SCENARIO	Pricing	91	START	1395137003163
SCENARIO	Pricing	285	START	1395137003163
SCENARIO	Pricing	3	START	1395137003163
SCENARIO	Pricing	23	START	1395137003163
SCENARIO	Pricing	396	START	1395137003163
SCENARIO	Pricing	49	START	1395137003163
SCENARIO	Pricing	9	START	1395137003163
SCENARIO	Pricing	93	START	1395137003163
SCENARIO	Pricing	347	START	1395137003163
SCENARIO	Pricing	301	START	1395137003164
SCENARIO	Pricing	434	START	1395137003164
SCENARIO	Pricing	362	START	1395137003164
SCENARIO	Pricing	146	START	1395137003164
SCENARIO	Pricing	196	START	1395137003164
SCENARIO	Pricing	233	START	1395137003164
SCENARIO	Pricing	311	START	1395137003164
SCENARIO	Pricing	179	START	1395137003164
SCENARIO	Pricing	119	START	1395137003164
SCENARIO	Pricing	143	START	1395137003164
SCENARIO	Pricing	259	START	1395137003164
SCENARIO	Pricing	127	START	1395137003164
SCENARIO	Pricing	345	START	1395137003164
SCENARIO	Pricing	410	START	1395137003164
SCENARIO	Pricing	442	START	1395137003165
SCENARIO	Pricing	124	START	1395137003165
SCENARIO	Pricing	372	START	1395137003165
SCENARIO	Pricing	449	START	1395137003165
SCENARIO	Pricing	32	START	1395137003165
SCENARIO	Pricing	365	START	1395137003165
SCENARIO	Pricing	11	START	1395137003167
SCENARIO	Pricing	290	START	1395137003170
SCENARIO	Pricing	336	START	1395137003171
SCENARIO	Pricing	431	START	1395137003176
SCENARIO	Pricing	289	START	1395137003177
SCENARIO	Pricing	470	START	1395137003177
SCENARIO	Pricing	164	START	1395137003177
SCENARIO	Pricing	253	START	1395137003178
SCENARIO	Pricing	8	START	1395137003178
SCENARIO	Pricing	80	START	1395137003178
SCENARIO	Pricing	414	START	1395137003178
SCENARIO	Pricing	341	START	1395137003179
SCENARIO	Pricing	354	START	1395137003179
SCENARIO	Pricing	106	START	1395137003180
SCENARIO	Pricing	395	START	1395137003180
SCENARIO	Pricing	34	START	1395137003180
SCENARIO	Pricing	63	START	1395137003180
SCENARIO	Pricing	152	START	1395137003180
SCENARIO	Pricing	378	START	1395137003180
SCENARIO	Pricing	390	START	1395137003180
SCENARIO	Pricing	469	START	1395137003180
SCENARIO	Pricing	385	START	1395137003180
SCENARIO	Pricing	292	START	1395137003180
SCENARIO	Pricing	142	START	1395137003180
SCENARIO	Pricing	465	START	1395137003181
SCENARIO	Pricing	389	START	1395137003181
SCENARIO	Pricing	299	START	1395137003181
SCENARIO	Pricing	407	START	1395137003181
SCENARIO	Pricing	59	START	1395137003181
SCENARIO	Pricing	333	START	1395137003181
SCENARIO	Pricing	358	START	1395137003181
SCENARIO	Pricing	197	START	1395137003181
SCENARIO	Pricing	319	START	1395137003181
SCENARIO	Pricing	262	START	1395137003181
SCENARIO	Pricing	187	START	1395137003181
SCENARIO	Pricing	487	START	1395137003181
SCENARIO	Pricing	18	START	1395137003182
SCENARIO	Pricing	397	START	1395137003182
SCENARIO	Pricing	326	START	1395137003182
SCENARIO	Pricing	133	START	1395137003182
SCENARIO	Pricing	131	START	1395137003182
SCENARIO	Pricing	334	START	1395137003182
SCENARIO	Pricing	212	START	1395137003182
SCENARIO	Pricing	209	START	1395137003182
SCENARIO	Pricing	173	START	1395137003182
SCENARIO	Pricing	350	START	1395137003182
SCENARIO	Pricing	254	START	1395137003182
SCENARIO	Pricing	242	START	1395137003182
SCENARIO	Pricing	94	START	1395137003182
SCENARIO	Pricing	282	START	1395137003183
