RUN	20140318085727	pricingsimulation	pricingsimulation
SCENARIO	Pricing	1	START	1395133049637
SCENARIO	Pricing	2	START	1395133049638
ACTION	Pricing	2	price	1395133049730	1395133049755	1395133068901	1395133068907	OK	 
ACTION	Pricing	1	price	1395133049729	1395133049754	1395133068901	1395133068907	OK	 
ACTION	Pricing	1	price	1395133068954	1395133068956	1395133069025	1395133069026	OK	 
ACTION	Pricing	2	price	1395133068959	1395133068959	1395133069026	1395133069026	OK	 
ACTION	Pricing	2	price	1395133069029	1395133069030	1395133069071	1395133069071	OK	 
ACTION	Pricing	1	price	1395133069028	1395133069030	1395133069102	1395133069103	OK	 
ACTION	Pricing	2	price	1395133069073	1395133069074	1395133069149	1395133069150	OK	 
ACTION	Pricing	1	price	1395133069105	1395133069107	1395133069180	1395133069180	OK	 
ACTION	Pricing	2	price	1395133069152	1395133069153	1395133069217	1395133069217	OK	 
ACTION	Pricing	1	price	1395133069182	1395133069183	1395133069245	1395133069246	OK	 
ACTION	Pricing	2	price	1395133069219	1395133069220	1395133069280	1395133069280	OK	 
ACTION	Pricing	1	price	1395133069247	1395133069248	1395133069310	1395133069311	OK	 
ACTION	Pricing	2	price	1395133069283	1395133069284	1395133069353	1395133069354	OK	 
ACTION	Pricing	1	price	1395133069314	1395133069314	1395133069383	1395133069383	OK	 
ACTION	Pricing	2	price	1395133069355	1395133069357	1395133069410	1395133069410	OK	 
ACTION	Pricing	1	price	1395133069385	1395133069386	1395133069439	1395133069439	OK	 
ACTION	Pricing	2	price	1395133069412	1395133069413	1395133069468	1395133069468	OK	 
ACTION	Pricing	1	price	1395133069441	1395133069442	1395133069503	1395133069503	OK	 
ACTION	Pricing	2	price	1395133069470	1395133069472	1395133069536	1395133069536	OK	 
ACTION	Pricing	1	price	1395133069505	1395133069506	1395133069565	1395133069565	OK	 
ACTION	Pricing	2	price	1395133069538	1395133069539	1395133069594	1395133069594	OK	 
ACTION	Pricing	1	price	1395133069567	1395133069568	1395133069623	1395133069623	OK	 
ACTION	Pricing	2	price	1395133069596	1395133069597	1395133069652	1395133069652	OK	 
ACTION	Pricing	1	price	1395133069625	1395133069626	1395133069680	1395133069680	OK	 
ACTION	Pricing	2	price	1395133069654	1395133069655	1395133069708	1395133069708	OK	 
ACTION	Pricing	1	price	1395133069682	1395133069683	1395133069739	1395133069739	OK	 
ACTION	Pricing	2	price	1395133069710	1395133069711	1395133069768	1395133069769	OK	 
ACTION	Pricing	1	price	1395133069741	1395133069742	1395133069800	1395133069800	OK	 
ACTION	Pricing	2	price	1395133069770	1395133069776	1395133069830	1395133069830	OK	 
ACTION	Pricing	1	price	1395133069802	1395133069806	1395133069863	1395133069864	OK	 
ACTION	Pricing	2	price	1395133069832	1395133069833	1395133069895	1395133069895	OK	 
ACTION	Pricing	1	price	1395133069865	1395133069867	1395133069929	1395133069930	OK	 
ACTION	Pricing	2	price	1395133069897	1395133069899	1395133069960	1395133069961	OK	 
ACTION	Pricing	1	price	1395133069931	1395133069933	1395133069992	1395133069992	OK	 
ACTION	Pricing	2	price	1395133069962	1395133069966	1395133070023	1395133070023	OK	 
ACTION	Pricing	1	price	1395133069994	1395133069995	1395133070054	1395133070054	OK	 
ACTION	Pricing	2	price	1395133070025	1395133070027	1395133070085	1395133070085	OK	 
ACTION	Pricing	1	price	1395133070056	1395133070057	1395133070117	1395133070117	OK	 
ACTION	Pricing	2	price	1395133070087	1395133070089	1395133070147	1395133070147	OK	 
ACTION	Pricing	1	price	1395133070119	1395133070120	1395133070176	1395133070179	OK	 
ACTION	Pricing	2	price	1395133070148	1395133070149	1395133070203	1395133070204	OK	 
ACTION	Pricing	1	price	1395133070180	1395133070181	1395133070235	1395133070235	OK	 
ACTION	Pricing	2	price	1395133070205	1395133070206	1395133070263	1395133070263	OK	 
ACTION	Pricing	1	price	1395133070237	1395133070237	1395133070294	1395133070294	OK	 
ACTION	Pricing	2	price	1395133070264	1395133070265	1395133070326	1395133070326	OK	 
ACTION	Pricing	1	price	1395133070296	1395133070297	1395133070356	1395133070357	OK	 
ACTION	Pricing	2	price	1395133070327	1395133070328	1395133070386	1395133070387	OK	 
ACTION	Pricing	1	price	1395133070358	1395133070359	1395133070422	1395133070423	OK	 
ACTION	Pricing	2	price	1395133070389	1395133070389	1395133070450	1395133070451	OK	 
ACTION	Pricing	1	price	1395133070424	1395133070425	1395133070479	1395133070480	OK	 
ACTION	Pricing	2	price	1395133070453	1395133070453	1395133070511	1395133070511	OK	 
ACTION	Pricing	1	price	1395133070481	1395133070482	1395133070540	1395133070541	OK	 
ACTION	Pricing	2	price	1395133070513	1395133070513	1395133070570	1395133070570	OK	 
ACTION	Pricing	1	price	1395133070543	1395133070543	1395133070600	1395133070600	OK	 
ACTION	Pricing	2	price	1395133070572	1395133070573	1395133070629	1395133070629	OK	 
ACTION	Pricing	1	price	1395133070602	1395133070603	1395133070658	1395133070658	OK	 
ACTION	Pricing	2	price	1395133070630	1395133070631	1395133070687	1395133070687	OK	 
ACTION	Pricing	1	price	1395133070659	1395133070660	1395133070715	1395133070715	OK	 
ACTION	Pricing	2	price	1395133070689	1395133070690	1395133070743	1395133070743	OK	 
ACTION	Pricing	1	price	1395133070717	1395133070717	1395133070771	1395133070772	OK	 
ACTION	Pricing	2	price	1395133070745	1395133070746	1395133070803	1395133070803	OK	 
ACTION	Pricing	1	price	1395133070773	1395133070774	1395133070839	1395133070839	OK	 
ACTION	Pricing	2	price	1395133070805	1395133070806	1395133070875	1395133070876	OK	 
ACTION	Pricing	1	price	1395133070841	1395133070842	1395133070910	1395133070910	OK	 
ACTION	Pricing	2	price	1395133070878	1395133070878	1395133070955	1395133070955	OK	 
ACTION	Pricing	1	price	1395133070912	1395133070913	1395133070989	1395133070990	OK	 
ACTION	Pricing	2	price	1395133070957	1395133070958	1395133071027	1395133071027	OK	 
ACTION	Pricing	1	price	1395133070992	1395133070993	1395133071058	1395133071059	OK	 
ACTION	Pricing	2	price	1395133071029	1395133071030	1395133071094	1395133071095	OK	 
ACTION	Pricing	1	price	1395133071060	1395133071061	1395133071125	1395133071125	OK	 
ACTION	Pricing	2	price	1395133071096	1395133071097	1395133071154	1395133071154	OK	 
ACTION	Pricing	1	price	1395133071127	1395133071128	1395133071184	1395133071184	OK	 
ACTION	Pricing	2	price	1395133071156	1395133071157	1395133071214	1395133071214	OK	 
ACTION	Pricing	1	price	1395133071186	1395133071186	1395133071244	1395133071245	OK	 
ACTION	Pricing	2	price	1395133071215	1395133071217	1395133071277	1395133071277	OK	 
ACTION	Pricing	1	price	1395133071247	1395133071247	1395133071310	1395133071310	OK	 
ACTION	Pricing	2	price	1395133071280	1395133071280	1395133071341	1395133071341	OK	 
ACTION	Pricing	1	price	1395133071312	1395133071313	1395133071371	1395133071371	OK	 
