name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	25	25	0	35940	35940	-1	36110	36110	-1	36035	36035	-1	128	128	-1	36100	36100	-1	36110	36110	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	25	100	failed	0	0	1	1	-1
price	25	25	0	35940	35940	-1	36110	36110	-1	36035	36035	-1	128	128	-1	36100	36100	-1	36110	36110	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	25	100	failed	0	0	1	1	-1

