name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	91	91	0	290	290	-1	830	830	-1	326	326	-1	53	53	-1	340	340	-1	350	350	-1	t < 800 ms	90	98	800 ms < t < 1200 ms	1	1	t > 1200 ms	0	0	failed	0	0	3	3	-1
price	91	91	0	290	290	-1	830	830	-1	326	326	-1	53	53	-1	340	340	-1	350	350	-1	t < 800 ms	90	98	800 ms < t < 1200 ms	1	1	t > 1200 ms	0	0	failed	0	0	3	3	-1

