name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	1163	1163	0	50	50	-1	9200	9200	-1	2665	2665	-1	1454	1454	-1	5170	5170	-1	7080	7080	-1	t < 800 ms	133	11	800 ms < t < 1200 ms	57	4	t > 1200 ms	973	83	failed	0	0	36	36	-1
price	1163	1163	0	50	50	-1	9200	9200	-1	2665	2665	-1	1454	1454	-1	5170	5170	-1	7080	7080	-1	t < 800 ms	133	11	800 ms < t < 1200 ms	57	4	t > 1200 ms	973	83	failed	0	0	36	36	-1

