name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	200	200	0	16060	16060	-1	24490	24490	-1	21402	21402	-1	1539	1539	-1	23630	23630	-1	23740	23740	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	200	100	failed	0	0	5	5	-1
price	200	200	0	16060	16060	-1	24490	24490	-1	21402	21402	-1	1539	1539	-1	23630	23630	-1	23740	23740	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	200	100	failed	0	0	5	5	-1

