name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	235	235	0	330	330	-1	22580	22580	-1	17501	17501	-1	6702	6702	-1	22430	22430	-1	22560	22560	-1	t < 800 ms	3	1	800 ms < t < 1200 ms	1	0	t > 1200 ms	231	98	failed	0	0	4	4	-1
price	235	235	0	330	330	-1	22580	22580	-1	17501	17501	-1	6702	6702	-1	22430	22430	-1	22560	22560	-1	t < 800 ms	3	1	800 ms < t < 1200 ms	1	0	t > 1200 ms	231	98	failed	0	0	4	4	-1

