name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	492	492	0	1280	1280	-1	8410	8410	-1	6856	6856	-1	1375	1375	-1	7890	7890	-1	8150	8150	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	492	100	failed	0	0	13	13	-1
price	492	492	0	1280	1280	-1	8410	8410	-1	6856	6856	-1	1375	1375	-1	7890	7890	-1	8150	8150	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	492	100	failed	0	0	13	13	-1

