name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	215	215	0	2140	2140	-1	45690	45690	-1	18922	18922	-1	10288	10288	-1	40870	40870	-1	45210	45210	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	215	100	failed	0	0	5	5	-1
price	215	215	0	2140	2140	-1	45690	45690	-1	18922	18922	-1	10288	10288	-1	40870	40870	-1	45210	45210	-1	t < 800 ms	0	0	800 ms < t < 1200 ms	0	0	t > 1200 ms	215	100	failed	0	0	5	5	-1

