RUN	20140318100121	pricingsimulation	pricingsimulation
SCENARIO	Pricing	115	START	1395136884434
SCENARIO	Pricing	125	START	1395136884434
SCENARIO	Pricing	170	START	1395136884434
SCENARIO	Pricing	429	START	1395136884435
SCENARIO	Pricing	323	START	1395136884435
SCENARIO	Pricing	208	START	1395136884435
SCENARIO	Pricing	239	START	1395136884435
SCENARIO	Pricing	101	START	1395136884435
SCENARIO	Pricing	186	START	1395136884435
SCENARIO	Pricing	159	START	1395136884435
SCENARIO	Pricing	80	START	1395136884435
SCENARIO	Pricing	172	START	1395136884435
SCENARIO	Pricing	320	START	1395136884435
SCENARIO	Pricing	122	START	1395136884435
SCENARIO	Pricing	163	START	1395136884435
SCENARIO	Pricing	189	START	1395136884435
SCENARIO	Pricing	214	START	1395136884435
SCENARIO	Pricing	470	START	1395136884435
SCENARIO	Pricing	185	START	1395136884435
SCENARIO	Pricing	292	START	1395136884435
SCENARIO	Pricing	494	START	1395136884435
SCENARIO	Pricing	464	START	1395136884435
SCENARIO	Pricing	75	START	1395136884435
SCENARIO	Pricing	329	START	1395136884435
SCENARIO	Pricing	10	START	1395136884435
SCENARIO	Pricing	285	START	1395136884435
SCENARIO	Pricing	114	START	1395136884435
SCENARIO	Pricing	293	START	1395136884435
SCENARIO	Pricing	342	START	1395136884435
SCENARIO	Pricing	493	START	1395136884435
SCENARIO	Pricing	12	START	1395136884435
SCENARIO	Pricing	437	START	1395136884435
SCENARIO	Pricing	129	START	1395136884435
SCENARIO	Pricing	388	START	1395136884436
SCENARIO	Pricing	52	START	1395136884436
SCENARIO	Pricing	57	START	1395136884436
SCENARIO	Pricing	269	START	1395136884436
SCENARIO	Pricing	177	START	1395136884436
SCENARIO	Pricing	182	START	1395136884436
SCENARIO	Pricing	349	START	1395136884436
SCENARIO	Pricing	486	START	1395136884436
SCENARIO	Pricing	246	START	1395136884436
SCENARIO	Pricing	351	START	1395136884436
SCENARIO	Pricing	366	START	1395136884436
SCENARIO	Pricing	111	START	1395136884436
SCENARIO	Pricing	132	START	1395136884436
SCENARIO	Pricing	183	START	1395136884436
SCENARIO	Pricing	85	START	1395136884436
SCENARIO	Pricing	301	START	1395136884436
SCENARIO	Pricing	38	START	1395136884436
SCENARIO	Pricing	471	START	1395136884436
SCENARIO	Pricing	6	START	1395136884436
SCENARIO	Pricing	307	START	1395136884436
SCENARIO	Pricing	218	START	1395136884436
SCENARIO	Pricing	298	START	1395136884436
SCENARIO	Pricing	36	START	1395136884436
SCENARIO	Pricing	158	START	1395136884436
SCENARIO	Pricing	149	START	1395136884436
SCENARIO	Pricing	416	START	1395136884436
SCENARIO	Pricing	442	START	1395136884436
SCENARIO	Pricing	491	START	1395136884436
SCENARIO	Pricing	498	START	1395136884436
SCENARIO	Pricing	100	START	1395136884440
SCENARIO	Pricing	68	START	1395136884440
SCENARIO	Pricing	435	START	1395136884440
SCENARIO	Pricing	161	START	1395136884440
SCENARIO	Pricing	91	START	1395136884440
SCENARIO	Pricing	139	START	1395136884440
SCENARIO	Pricing	432	START	1395136884440
SCENARIO	Pricing	137	START	1395136884440
SCENARIO	Pricing	420	START	1395136884440
SCENARIO	Pricing	382	START	1395136884440
SCENARIO	Pricing	82	START	1395136884441
SCENARIO	Pricing	181	START	1395136884441
SCENARIO	Pricing	374	START	1395136884441
SCENARIO	Pricing	433	START	1395136884441
SCENARIO	Pricing	58	START	1395136884441
SCENARIO	Pricing	24	START	1395136884441
SCENARIO	Pricing	206	START	1395136884441
SCENARIO	Pricing	176	START	1395136884441
SCENARIO	Pricing	327	START	1395136884441
SCENARIO	Pricing	78	START	1395136884441
SCENARIO	Pricing	385	START	1395136884441
SCENARIO	Pricing	26	START	1395136884441
SCENARIO	Pricing	287	START	1395136884441
SCENARIO	Pricing	353	START	1395136884441
SCENARIO	Pricing	431	START	1395136884441
SCENARIO	Pricing	204	START	1395136884441
SCENARIO	Pricing	370	START	1395136884441
SCENARIO	Pricing	150	START	1395136884441
SCENARIO	Pricing	414	START	1395136884441
SCENARIO	Pricing	373	START	1395136884441
SCENARIO	Pricing	252	START	1395136884441
SCENARIO	Pricing	280	START	1395136884441
SCENARIO	Pricing	290	START	1395136884441
SCENARIO	Pricing	110	START	1395136884441
SCENARIO	Pricing	169	START	1395136884441
SCENARIO	Pricing	418	START	1395136884441
ACTION	Pricing	31	price	1395136884838	1395136884851	1395136895945	1395136895946	OK	 
ACTION	Pricing	315	price	1395136884880	1395136884884	1395136895935	1395136895955	OK	 
ACTION	Pricing	480	price	1395136884567	1395136884619	1395136895955	1395136895955	OK	 
ACTION	Pricing	377	price	1395136884599	1395136884620	1395136895925	1395136895936	OK	 
ACTION	Pricing	421	price	1395136884995	1395136884996	1395136895949	1395136895954	OK	 
ACTION	Pricing	340	price	1395136885005	1395136885007	1395136895925	1395136895941	OK	 
ACTION	Pricing	278	price	1395136884510	1395136884610	1395136895948	1395136895950	OK	 
ACTION	Pricing	148	price	1395136884783	1395136884785	1395136895956	1395136895956	OK	 
ACTION	Pricing	447	price	1395136884741	1395136884744	1395136895952	1395136895957	OK	 
ACTION	Pricing	311	price	1395136884533	1395136884533	1395136895958	1395136895958	OK	 
ACTION	Pricing	367	price	1395136884841	1395136884850	1395136895956	1395136895956	OK	 
ACTION	Pricing	497	price	1395136884858	1395136884863	1395136895959	1395136895959	OK	 
ACTION	Pricing	347	price	1395136884996	1395136884998	1395136895957	1395136895965	OK	 
ACTION	Pricing	103	price	1395136884569	1395136884622	1395136895967	1395136895967	OK	 
ACTION	Pricing	312	price	1395136884635	1395136884642	1395136895966	1395136895966	OK	 
ACTION	Pricing	339	price	1395136884821	1395136884823	1395136895968	1395136895968	OK	 
ACTION	Pricing	265	price	1395136884571	1395136884621	1395136895960	1395136895961	OK	 
ACTION	Pricing	209	price	1395136884523	1395136884583	1395136895961	1395136895961	OK	 
ACTION	Pricing	253	price	1395136884555	1395136884615	1395136895962	1395136895962	OK	 
ACTION	Pricing	294	price	1395136884845	1395136884853	1395136895925	1395136895937	OK	 
ACTION	Pricing	22	price	1395136884954	1395136884956	1395136895970	1395136896008	OK	 
ACTION	Pricing	32	price	1395136885003	1395136885005	1395136896009	1395136896016	OK	 
ACTION	Pricing	489	price	1395136884522	1395136884610	1395136896023	1395136896023	OK	 
ACTION	Pricing	478	price	1395136884759	1395136884765	1395136896011	1395136896011	OK	 
ACTION	Pricing	178	price	1395136884949	1395136884950	1395136895972	1395136896010	OK	 
ACTION	Pricing	379	price	1395136884936	1395136884938	1395136896012	1395136896015	OK	 
ACTION	Pricing	229	price	1395136884799	1395136884800	1395136896010	1395136896011	OK	 
ACTION	Pricing	274	price	1395136884802	1395136884804	1395136896026	1395136896026	OK	 
ACTION	Pricing	369	price	1395136884815	1395136884817	1395136896008	1395136896022	OK	 
ACTION	Pricing	180	price	1395136884865	1395136884870	1395136896004	1395136896005	OK	 
ACTION	Pricing	400	price	1395136884710	1395136884712	1395136896011	1395136896011	OK	 
ACTION	Pricing	17	price	1395136884872	1395136884881	1395136896012	1395136896027	OK	 
ACTION	Pricing	210	price	1395136884894	1395136884902	1395136896017	1395136896018	OK	 
ACTION	Pricing	25	price	1395136884939	1395136884940	1395136896019	1395136896023	OK	 
ACTION	Pricing	11	price	1395136884674	1395136884678	1395136896023	1395136896024	OK	 
ACTION	Pricing	174	price	1395136884849	1395136884854	1395136896028	1395136896028	OK	 
ACTION	Pricing	306	price	1395136884987	1395136884988	1395136895963	1395136895992	OK	 
ACTION	Pricing	2	price	1395136884808	1395136884810	1395136896025	1395136896043	OK	 
ACTION	Pricing	359	price	1395136884921	1395136884923	1395136896024	1395136896046	OK	 
ACTION	Pricing	95	price	1395136884761	1395136884767	1395136896048	1395136896048	OK	 
ACTION	Pricing	422	price	1395136884825	1395136884827	1395136896049	1395136896051	OK	 
ACTION	Pricing	424	price	1395136884923	1395136884925	1395136896028	1395136896055	OK	 
ACTION	Pricing	372	price	1395136884999	1395136885000	1395136896027	1395136896056	OK	 
ACTION	Pricing	284	price	1395136884853	1395136884857	1395136896057	1395136896057	OK	 
ACTION	Pricing	361	price	1395136884878	1395136884885	1395136896058	1395136896058	OK	 
ACTION	Pricing	368	price	1395136884964	1395136884965	1395136896056	1395136896069	OK	 
ACTION	Pricing	448	price	1395136884886	1395136884888	1395136896070	1395136896070	OK	 
ACTION	Pricing	247	price	1395136884894	1395136884900	1395136896070	1395136896071	OK	 
ACTION	Pricing	401	price	1395136884509	1395136884585	1395136896071	1395136896071	OK	 
ACTION	Pricing	303	price	1395136884946	1395136884948	1395136896053	1395136896069	OK	 
ACTION	Pricing	258	price	1395136884770	1395136884773	1395136896072	1395136896072	OK	 
ACTION	Pricing	123	price	1395136884511	1395136884569	1395136896078	1395136896078	OK	 
ACTION	Pricing	257	price	1395136884533	1395136884582	1395136896078	1395136896079	OK	 
ACTION	Pricing	51	price	1395136884818	1395136884820	1395136896079	1395136896079	OK	 
ACTION	Pricing	93	price	1395136884775	1395136884777	1395136896080	1395136896080	OK	 
ACTION	Pricing	89	price	1395136884663	1395136884665	1395136896080	1395136896080	OK	 
ACTION	Pricing	9	price	1395136884959	1395136884960	1395136896063	1395136896082	OK	 
ACTION	Pricing	228	price	1395136884816	1395136884818	1395136895960	1395136896082	OK	 
ACTION	Pricing	193	price	1395136884896	1395136884901	1395136896083	1395136896083	OK	 
ACTION	Pricing	299	price	1395136884869	1395136884871	1395136896083	1395136896083	OK	 
ACTION	Pricing	166	price	1395136884970	1395136884974	1395136896044	1395136896084	OK	 
ACTION	Pricing	352	price	1395136884601	1395136884624	1395136896085	1395136896086	OK	 
