name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
Global Information	235	235	0	400	400	-1	22540	22540	-1	17485	17485	-1	6563	6563	-1	22390	22390	-1	22530	22530	-1	t < 800 ms	2	0	800 ms < t < 1200 ms	2	0	t > 1200 ms	231	98	failed	0	0	5	5	-1
price	235	235	0	400	400	-1	22540	22540	-1	17485	17485	-1	6563	6563	-1	22390	22390	-1	22530	22530	-1	t < 800 ms	2	0	800 ms < t < 1200 ms	2	0	t > 1200 ms	231	98	failed	0	0	5	5	-1

