RUN	20140318093228	pricingsimulation	pricingsimulation
SCENARIO	Pricing	5	START	1395135151250
SCENARIO	Pricing	1	START	1395135151251
SCENARIO	Pricing	4	START	1395135151251
SCENARIO	Pricing	7	START	1395135151251
SCENARIO	Pricing	9	START	1395135151251
SCENARIO	Pricing	3	START	1395135151252
SCENARIO	Pricing	6	START	1395135151252
SCENARIO	Pricing	8	START	1395135151252
SCENARIO	Pricing	10	START	1395135151252
SCENARIO	Pricing	2	START	1395135151252
ACTION	Pricing	3	price	1395135151326	1395135151345	1395135152396	1395135152396	OK	 
ACTION	Pricing	5	price	1395135151317	1395135151328	1395135152369	1395135152392	OK	 
ACTION	Pricing	2	price	1395135151337	1395135151349	1395135152368	1395135152396	OK	 
ACTION	Pricing	10	price	1395135151332	1395135151358	1395135152378	1395135152396	OK	 
ACTION	Pricing	9	price	1395135151324	1395135151347	1395135152393	1395135152397	OK	 
ACTION	Pricing	6	price	1395135151329	1395135151346	1395135152532	1395135152532	OK	 
ACTION	Pricing	4	price	1395135151306	1395135151328	1395135152625	1395135152625	OK	 
ACTION	Pricing	7	price	1395135151308	1395135151327	1395135152751	1395135152751	OK	 
ACTION	Pricing	1	price	1395135151306	1395135151327	1395135152793	1395135152793	OK	 
ACTION	Pricing	8	price	1395135151331	1395135151345	1395135152990	1395135152990	OK	 
ACTION	Pricing	10	price	1395135152570	1395135152576	1395135153125	1395135153126	OK	 
ACTION	Pricing	5	price	1395135152584	1395135152603	1395135153245	1395135153246	OK	 
ACTION	Pricing	2	price	1395135152576	1395135152578	1395135153493	1395135153493	OK	 
ACTION	Pricing	4	price	1395135152627	1395135152629	1395135153514	1395135153514	OK	 
ACTION	Pricing	9	price	1395135152566	1395135152569	1395135153583	1395135153583	OK	 
ACTION	Pricing	7	price	1395135152753	1395135152755	1395135153629	1395135153630	OK	 
ACTION	Pricing	6	price	1395135152608	1395135152610	1395135153704	1395135153705	OK	 
ACTION	Pricing	3	price	1395135152603	1395135152606	1395135153750	1395135153750	OK	 
ACTION	Pricing	1	price	1395135152796	1395135152798	1395135153796	1395135153796	OK	 
ACTION	Pricing	8	price	1395135152992	1395135152994	1395135153924	1395135153924	OK	 
ACTION	Pricing	10	price	1395135153128	1395135153129	1395135153999	1395135153999	OK	 
ACTION	Pricing	5	price	1395135153248	1395135153249	1395135154031	1395135154031	OK	 
ACTION	Pricing	2	price	1395135153496	1395135153497	1395135154090	1395135154090	OK	 
ACTION	Pricing	4	price	1395135153516	1395135153519	1395135154153	1395135154153	OK	 
ACTION	Pricing	9	price	1395135153585	1395135153586	1395135154174	1395135154174	OK	 
ACTION	Pricing	7	price	1395135153632	1395135153634	1395135154229	1395135154229	OK	 
ACTION	Pricing	6	price	1395135153707	1395135153709	1395135154295	1395135154295	OK	 
ACTION	Pricing	3	price	1395135153752	1395135153754	1395135154322	1395135154322	OK	 
ACTION	Pricing	1	price	1395135153798	1395135153800	1395135154374	1395135154374	OK	 
ACTION	Pricing	8	price	1395135153926	1395135153927	1395135154398	1395135154398	OK	 
ACTION	Pricing	10	price	1395135154001	1395135154003	1395135154432	1395135154432	OK	 
ACTION	Pricing	5	price	1395135154034	1395135154035	1395135154467	1395135154467	OK	 
